Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Prediction,Probability,Confidence
1,8,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout,0,0.5173548672366662,0.034709734473332476
1,9,2,12,1,1,10,1,1,5,4,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate,0,0.014846994070099855,0.9703060118598003
1,14,4,12,1,6,1,23,27,6,10,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate,0,0.020848768045122028,0.9583024639097559
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate,0,0.0690870694913534,0.8618258610172932
1,8,5,15,1,1,1,13,10,8,4,1,0,0,1,0,0,22,0,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate,0,0.020684898180377685,0.9586302036392447
1,1,2,11,1,1,1,1,14,6,8,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,0,0.031837169288248306,0.9363256614235034
1,1,1,14,1,1,1,22,28,10,10,1,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout,1,0.9802920670542846,0.9605841341085692
1,1,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate,0,0.06856997105245695,0.8628600578950861
1,4,1,12,1,3,1,1,27,10,6,0,0,0,1,0,0,30,0,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate,0,0.0356695502456493,0.9286608995087013
1,9,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate,0,0.020928897438925266,0.9581422051221494
1,1,1,11,1,1,1,13,14,8,9,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled,0,0.02560267498054713,0.9487946500389057
1,1,1,10,1,1,1,13,28,10,10,0,1,0,1,0,1,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled,0,0.13169343763171343,0.7366131247365731
1,8,1,6,1,1,1,23,28,6,4,0,0,0,1,0,0,19,0,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.021449303093829707,0.9571013938123406
1,1,2,13,1,1,1,1,28,4,9,1,0,0,1,0,1,21,0,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate,0,0.02389135155085322,0.9522172968982936
1,9,1,16,1,1,1,1,14,20,41,1,0,1,1,0,0,21,0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled,0,0.13872571412793971,0.7225485717441206
1,1,4,14,1,1,1,1,1,10,10,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled,0,0.06675220849194205,0.8664955830161158
1,1,3,9,1,1,1,1,1,6,8,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate,0,0.07275714996330887,0.8544857000733823
4,12,1,6,1,1,1,22,27,12,12,0,0,0,0,0,0,35,0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout,1,0.9957042600721214,0.9914085201442429
1,1,6,12,1,1,14,1,1,10,7,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled,1,0.6407014254989414,0.28140285099788276
1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate,0,0.03071544947564491,0.9385691010487102
1,8,5,5,1,1,1,13,1,6,6,1,0,0,1,1,0,22,0,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled,1,0.9973346567490786,0.9946693134981572
1,8,1,12,1,1,1,23,1,10,7,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate,0,0.029852260400310235,0.9402954791993795
2,12,1,11,1,1,1,22,27,5,8,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate,0,0.08134249208538132,0.8373150158292374
2,4,1,9,1,3,1,22,27,10,10,0,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled,1,0.7285699073088017,0.45713981461760334
1,1,3,12,1,1,1,22,28,10,10,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,0,0.018799764761846655,0.9624004704763067
1,8,3,11,1,1,1,22,27,10,7,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled,1,0.8168448621704323,0.6336897243408646
2,12,1,9,1,1,1,22,27,7,11,0,0,0,1,0,0,35,0,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled,0,0.08576461234181831,0.8284707753163634
2,12,1,9,1,1,1,23,27,5,8,1,0,0,0,0,0,39,0,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,1,0.9904249892222801,0.9808499784445601
1,9,6,12,1,1,1,23,27,10,6,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.9997366298337613,0.9994732596675227
4,12,1,11,1,1,1,22,27,10,9,0,0,0,1,0,1,36,0,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate,0,0.10213581970262955,0.795728360594741
1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate,0,0.008978795447235169,0.9820424091055296
1,1,1,10,1,1,1,3,28,2,6,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled,1,0.880088458458637,0.7601769169172741
2,12,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,42,0,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate,0,0.01612194536364854,0.967756109272703
1,12,1,7,1,1,1,22,27,12,12,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.99889927427081,0.9977985485416201
1,8,1,15,1,1,1,13,14,5,5,1,0,0,1,0,0,20,0,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled,0,0.45793223674902206,0.08413552650195588
2,15,1,3,0,14,1,22,14,10,11,0,0,0,1,0,0,33,0,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate,0,0.011938396678380587,0.9761232066432388
1,1,4,11,1,1,1,1,14,10,7,1,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate,0,0.055089190966116544,0.8898216180677669
1,1,2,14,1,1,1,15,21,1,6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate,0,0.1431899645100267,0.7136200709799466
2,14,1,17,0,3,1,22,14,10,5,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout,1,0.8881466883551344,0.7762933767102689
1,1,1,9,1,1,1,22,27,10,7,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate,0,0.046101282914291435,0.9077974341714171
1,8,1,3,0,1,1,23,27,7,7,0,0,0,1,0,1,24,0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate,0,0.03738891948371422,0.9252221610325716
1,1,1,16,1,1,1,13,10,10,8,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate,0,0.04199028382963702,0.9160194323407259
1,1,1,14,1,1,1,22,27,11,7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled,1,0.6832478687962704,0.36649573759254084
1,8,1,12,1,1,1,1,1,5,4,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate,0,0.03657427121844928,0.9268514575631015
1,1,5,10,1,1,1,23,1,10,6,1,0,0,1,0,1,19,0,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate,0,0.1360268703519688,0.7279462592960624
1,8,4,12,1,1,1,23,14,6,8,0,0,0,1,0,1,19,0,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate,0,0.030587470058777298,0.9388250598824454
1,1,1,10,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,0,0.02454874283372542,0.9509025143325491
4,12,1,3,0,1,1,22,27,6,6,0,0,0,1,0,1,38,0,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate,0,0.009251179124625633,0.9814976417507487
1,1,1,2,1,1,1,13,14,6,5,1,0,1,1,1,0,21,0,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled,0,0.48636251529692925,0.02727496940614149
1,14,1,9,1,1,11,1,5,10,11,1,0,0,1,1,0,23,1,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,1,0.9982532528824931,0.9965065057649862
1,8,5,12,1,1,1,13,1,5,4,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate,0,0.021429976007354377,0.9571400479852913
1,1,2,15,1,1,1,23,27,6,4,1,0,1,0,0,0,18,0,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout,1,0.9456616467479313,0.8913232934958626
1,1,6,2,1,1,1,13,27,6,6,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0,0.16655285523121982,0.6668942895375604
1,12,1,4,1,1,1,13,14,10,7,1,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled,1,0.5851436191083453,0.17028723821669067
1,1,1,15,1,1,2,1,1,6,10,0,0,0,1,0,1,18,1,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,0,0.031169309978383745,0.9376613800432325
1,1,1,8,1,1,1,3,1,5,10,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,Graduate,0,0.050707894614074246,0.8985842107718515
1,4,1,17,0,15,1,13,14,8,4,0,0,0,1,0,0,26,0,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,Graduate,0,0.08075623251010111,0.8384875349797978
1,1,1,9,1,1,1,13,14,10,10,0,0,1,1,0,0,19,0,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled,1,0.9796664755251123,0.9593329510502246
1,9,3,14,1,1,1,23,28,10,10,1,0,0,1,0,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9950455050734296,0.9900910101468592
1,1,1,11,1,1,1,23,27,6,6,0,0,0,1,0,0,19,0,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled,0,0.2543372709904214,0.49132545801915717
1,1,1,8,1,1,1,22,27,10,10,1,0,1,1,0,0,20,0,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout,1,0.9571524083883042,0.9143048167766084
1,1,3,11,1,1,1,13,14,10,10,1,0,0,1,0,0,22,0,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled,1,0.9396866396280246,0.8793732792560491
1,1,2,12,1,1,1,13,1,6,6,1,0,0,1,0,0,19,0,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate,0,0.03991636878749328,0.9201672624250135
1,1,5,12,1,1,1,3,1,6,11,1,0,0,1,0,0,20,0,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,Graduate,0,0.04559779161078742,0.9088044167784252
2,12,1,9,1,1,1,22,27,6,6,0,0,0,1,0,0,36,0,0,5,8,3,11.0,0,0,5,12,4,13.375,0,10.8,1.4,1.74,Enrolled,0,0.5089525350792479,0.01790507015849574
1,12,1,16,1,12,1,13,4,10,5,1,0,0,1,0,0,29,0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.9995154883880693,0.9990309767761385
1,8,3,10,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate,0,0.1367636114229766,0.7264727771540468
5,12,1,9,1,1,1,1,1,5,9,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.999835906708585,0.99967181341717
5,12,1,4,1,1,1,1,1,5,9,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9997940213440057,0.9995880426880115
1,8,1,15,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate,0,0.014884566194131555,0.9702308676117369
1,8,2,2,1,1,1,3,1,3,7,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,0,0.28636827993380665,0.4272634401323867
1,8,4,13,1,1,1,23,27,4,8,1,0,0,1,0,0,21,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9976711951732005,0.9953423903464009
2,12,1,14,1,1,1,22,14,10,5,0,0,0,1,0,1,43,0,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate,0,0.12660598224353733,0.7467880355129253
1,14,1,9,1,1,1,1,14,10,11,0,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,Graduate,0,0.03250952962106972,0.9349809407578605
1,9,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout,1,0.7619145368911521,0.5238290737823041
1,4,1,9,1,3,1,6,19,2,8,0,0,0,1,0,0,26,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.9985519510366755,0.997103902073351
1,1,6,12,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,Graduate,0,0.009421466318967703,0.9811570673620646
1,1,1,6,1,1,1,22,9,12,12,0,0,0,1,0,0,18,0,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate,0,0.011158839701470297,0.9776823205970594
1,1,1,15,1,1,1,3,2,3,2,1,0,0,1,0,0,22,0,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout,1,0.9941370814365306,0.9882741628730611
1,12,1,12,1,12,1,1,14,5,11,1,0,0,1,0,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.9988696508402661,0.9977393016805323
1,1,3,9,1,1,1,23,14,10,11,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,0,0.01863347225738772,0.9627330554852246
1,8,1,6,1,1,1,22,28,8,10,0,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,Graduate,0,0.06262421313588502,0.87475157372823
1,8,4,12,1,1,1,13,14,4,11,1,0,0,1,0,0,18,0,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,Graduate,0,0.17017944295674198,0.659641114086516
1,1,1,6,1,1,1,23,27,5,5,0,0,0,1,0,1,19,0,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,0,0.010273074886357151,0.9794538502272857
1,12,1,6,1,1,1,22,27,10,10,0,0,0,0,0,0,32,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.9997995278221546,0.9995990556443093
1,13,1,12,1,1,1,22,1,10,5,1,0,0,1,0,0,23,0,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,Graduate,0,0.010472553266233954,0.979054893467532
1,8,3,12,1,1,1,22,27,5,4,1,0,0,1,0,0,20,0,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate,0,0.03382446728607601,0.932351065427848
1,1,1,2,1,1,1,13,28,6,6,1,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,Graduate,0,0.08605254100139391,0.8278949179972122
1,8,1,10,1,1,1,13,14,5,6,1,0,1,0,0,0,19,0,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,Dropout,1,0.9935950781010378,0.9871901562020755
1,1,3,12,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate,0,0.016689214213127333,0.9666215715737453
1,15,1,4,1,14,1,13,14,10,5,0,0,0,1,0,0,21,0,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,Dropout,1,0.9084660292496699,0.8169320584993398
1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,0,1,20,0,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Enrolled,1,0.9904610935959259,0.9809221871918519
1,15,1,6,1,14,1,3,14,3,5,1,0,0,1,0,0,22,0,1,6,9,6,13.0,0,1,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate,0,0.42753147952159576,0.14493704095680848
1,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,26,0,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,Graduate,0,0.054355797602425114,0.8912884047951498
1,1,1,5,1,1,1,22,27,4,4,1,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,Graduate,0,0.04678174406013756,0.9064365118797248
1,1,1,12,1,1,1,13,28,6,4,1,0,0,1,0,0,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,Graduate,0,0.05586108689504156,0.8882778262099169
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,31,0,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate,0,0.25437598537991446,0.4912480292401711
1,14,3,12,1,1,1,1,14,10,8,1,0,1,1,0,1,20,0,0,7,9,7,12.327777777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate,0,0.04365165213680533,0.9126966957263893
1,14,1,6,1,1,1,13,28,8,8,1,0,0,1,0,0,20,0,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,10.8,1.4,1.74,Graduate,0,0.04952137170904211,0.9009572565819157
1,8,4,12,1,1,1,22,27,6,6,1,0,0,1,0,0,21,0,0,7,7,7,14.428571428571429,0,0,8,9,8,14.511111111111113,0,16.2,0.3,-0.92,Graduate,0,0.025033261973731145,0.9499334760525378
1,1,4,12,1,1,1,13,14,10,8,1,0,0,1,0,0,18,0,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,Graduate,0,0.02557059036162481,0.9488588192767504
1,8,2,12,1,1,1,22,1,10,5,1,0,0,1,0,1,19,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,Graduate,0,0.05028747444380213,0.8994250511123958
1,1,1,16,1,1,1,13,14,4,8,1,0,0,1,0,1,18,0,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,Graduate,0,0.01834290104531682,0.9633141979093663
4,12,1,15,1,13,1,13,14,8,10,0,0,0,1,0,0,40,0,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled,0,0.1449820767812407,0.7100358464375186
1,8,6,10,1,1,1,1,28,5,8,0,0,0,1,0,1,18,0,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,0,0.01688499321004985,0.9662300135799003
1,1,2,6,1,1,1,25,4,3,3,1,0,0,1,0,0,18,0,0,6,7,6,15.666666666666666,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,0,0.08858422183343687,0.8228315563331263
1,8,1,12,1,1,1,1,14,5,4,1,0,0,1,0,0,19,0,0,7,13,5,12.5,0,0,8,14,7,12.166666666666666,0,15.5,2.8,-4.06,Graduate,0,0.1557222141799012,0.6885555716401977
1,8,1,10,1,1,1,23,28,10,8,0,0,0,1,0,1,19,0,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate,0,0.0072029345625651215,0.9855941308748698
1,12,1,4,1,1,1,23,28,10,7,0,0,1,0,0,0,28,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9995831868905924,0.9991663737811849
1,8,1,5,1,1,1,22,28,10,9,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,0,0.0185529548891755,0.962894090221649
1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,Graduate,0,0.11329620432052451,0.773407591358951
1,1,2,12,1,1,1,1,1,5,4,1,0,0,1,0,0,18,0,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate,0,0.02299816208718322,0.9540036758256336
1,1,1,6,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,Graduate,0,0.07599748042280777,0.8480050391543845
1,14,1,10,1,1,1,23,14,10,5,0,0,1,1,0,0,28,0,15,16,16,13,12.076923076923077,0,13,13,13,11,12.090909090909092,0,16.2,0.3,-0.92,Graduate,0,0.10823520081817942,0.7835295983636412
1,6,1,16,1,1,14,28,1,25,26,0,0,0,1,0,0,23,1,11,16,17,16,14.625,0,6,10,12,9,14.88888888888889,0,8.9,1.4,3.51,Graduate,0,0.025092693141551766,0.9498146137168965
1,1,1,16,1,1,1,13,27,6,6,1,0,0,1,0,0,19,0,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,Dropout,1,0.9809335271062105,0.961867054212421
1,8,1,10,1,1,1,23,14,24,36,1,0,0,1,0,1,18,0,0,6,8,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,0,0.009451483769991142,0.9810970324600177
1,1,3,15,1,1,9,22,27,10,10,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate,0,0.22566150252581188,0.5486769949483763
1,1,1,2,1,1,1,3,1,3,5,1,0,0,1,0,0,20,0,5,12,13,12,11.23076923076923,0,3,11,18,9,12.77777777777778,0,11.1,0.6,2.02,Graduate,0,0.11907702752654058,0.7618459449469188
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.999459649973195,0.9989192999463901
1,1,1,16,1,1,1,1,1,10,10,1,0,0,1,0,0,18,0,0,6,11,3,12.0,0,0,6,13,2,12.0,0,12.7,3.7,-1.7,Dropout,1,0.9786115791673845,0.957223158334769
4,12,2,13,1,12,1,13,14,5,7,0,0,0,1,0,1,37,0,0,7,10,7,10.985714285714286,0,0,8,11,8,12.3,0,10.8,1.4,1.74,Graduate,0,0.02383921368349244,0.9523215726330151
4,4,1,12,1,15,1,13,14,5,7,0,0,0,0,0,0,42,0,2,7,10,5,12.62,0,3,7,11,3,14.166666666666666,0,12.4,0.5,1.79,Dropout,1,0.9800407267143743,0.9600814534287485
1,8,6,12,1,1,1,1,28,5,9,1,0,0,1,0,0,20,0,0,7,9,6,13.0,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,Dropout,1,0.6551170105412378,0.31023402108247566
2,12,1,7,1,1,1,19,24,10,10,0,0,0,0,1,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.999828560034369,0.9996571200687381
1,13,1,7,1,1,1,3,3,4,3,1,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.995282294622785,0.9905645892455699
2,12,2,11,1,12,1,13,14,10,6,0,0,0,1,1,0,39,0,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate,0,0.02371362845908375,0.9525727430818325
1,1,1,12,1,1,1,22,27,10,10,1,0,0,1,1,1,18,0,0,7,7,6,13.516666666666666,0,0,7,7,6,13.516666666666666,0,7.6,2.6,0.32,Graduate,0,0.02900293892967163,0.9419941221406567
